drug	disease	label
C18H14N4O5S	Bifidobacterium_adolescentis_ATCC_15703	1
C18H14N4O5S	Bacteroides_eggerthii_DSM20697	1
C18H14N4O5S	Blautia_hansenii_DSM20583	1
C18H14N4O5S	Ruminococcus_gnavus_ATCC29149	1
C18H14N4O5S	Bacteroides_dorei_DSM17855	1
C18H14N4O5S	Bacteroides_cellulosilyticus_DSM14838	1
C18H14N4O5S	Bacteroides_vulgatus_ATCC8482	1
C18H14N4O5S	Collinsella_aerofaciens_ATCC25986	1
C18H14N4O5S	Clostridium_hathewayi_DSM13479	1
C18H14N4O5S	Anaerococcus_hydrogenalis_DSM7454	1
C18H14N4O5S	Clostridium_scindens_ATCC35704	1
C18H14N4O5S	Anaerotruncus_colihominis_DSM17241	1
C18H14N4O5S	Clostridium_bolteae_ATCCBAA-613	1
C18H14N4O5S	Clostridium_symbiosum_ATCC1494_	1
C18H14N4O5S	Bacteroides_finegoldii_DSM17565	1
C18H14N4O5S	Ruminococcus_lactaris_ATCC29176	1
C18H14N4O5S	Proteus_penneri_ATCC35198	1
C18H14N4O5S	Dorea_formicigenerans_ATCC27755	1
C18H14N4O5S	Clostridium_spiroforme_DSM1552	1
C18H14N4O5S	Bacteroides_intestinalis_DSM17393	1
C18H14N4O5S	Parabacteroides_distasonis_ATCC8503	1
C18H14N4O5S	Pretovella_copri_DSM18205	1
C18H14N4O5S	Clostridium_asparagiforme_DSM15981	1
C18H14N4O5S	Bifidobacterium_breve_DSM20213	1
C18H14N4O5S	Coprococcus_comes_ATCC27758	1
C18H14N4O5S	Eubacterium_hallii_DSM3353	1
C18H14N4O5S	Bifidobacterium_longum_subsp._Infantis_CCUG52486	1
C18H14N4O5S	Ruminococcus_torques_ATCC27756	1
C18H14N4O5S	Bacteroides_fragilis_NCTC_9343	1
C18H14N4O5S	Lactobacillus_reuteri_CF48-3A_BEI_HM-102	1
C18H14N4O5S	Bacteroides_uniformis_ATCC8492	1
C18H14N4O5S	Collinsella_intestinalis_DSM13280	1
C18H14N4O5S	Blautia_luti_DSM14534	1
C18H14N4O5S	Roseburia_intestinalis_L1-82	1
C18H14N4O5S	Parabacteroides_merdae_ATCC43184	1
C18H14N4O5S	Bacteroides_WH2	1
C18H14N4O5S	Eubacterium_rectale_ATCC33656	1
C18H14N4O5S	Subdoligranulum_variabile_DSM15176	1
C18H14N4O5S	Clostridium_sporogenes_ATCC15579	1
C18H14N4O5S	Enterococcus_faecalis_V583	1
C18H14N4O5S	Eubacterium_biforme_DSM3989	1
C18H14N4O5S	Clostridium_difficile_120	1
C18H14N4O5S	Bacteroides_thetaiotaomicron_VPI-5482	1
C18H14N4O5S	Bacteroides_fragilis_3397	1
C18H14N4O5S	Victivallis_vadensis_ATCC_BAA-548	1
C18H14N4O5S	Bacteroides_fragilis_T(B)9	1
C18H14N4O5S	Bacteroides_fragilis_DS-208	1
C18H14N4O5S	Bacteroides_fragilis_HMW610	1
C18H14N4O5S	Bacteroides_fragilis_HMW615	1
C8H13N3O4S	Bacteroides_caccae_ATCC43185	1
C8H13N3O4S	Clostridium_ramosum_DSM1402	1
C8H13N3O4S	Bifidobacterium_adolescentis_ATCC_15703	1
C8H13N3O4S	Bacteroides_eggerthii_DSM20697	1
C8H13N3O4S	Blautia_hansenii_DSM20583	1
C8H13N3O4S	Ruminococcus_gnavus_ATCC29149	1
C8H13N3O4S	Bacteroides_dorei_DSM17855	1
C8H13N3O4S	Bacteroides_cellulosilyticus_DSM14838	1
C8H13N3O4S	Bacteroides_vulgatus_ATCC8482	1
C8H13N3O4S	Collinsella_aerofaciens_ATCC25986	1
C8H13N3O4S	Clostridium_hathewayi_DSM13479	1
C8H13N3O4S	Anaerococcus_hydrogenalis_DSM7454	1
C8H13N3O4S	Clostridium_scindens_ATCC35704	1
C8H13N3O4S	Anaerotruncus_colihominis_DSM17241	1
C8H13N3O4S	Clostridium_bolteae_ATCCBAA-613	1
C8H13N3O4S	Clostridium_symbiosum_ATCC1494_	1
C8H13N3O4S	Bacteroides_finegoldii_DSM17565	1
C8H13N3O4S	Parabacteroides_johnsonii_DSM18315	1
C8H13N3O4S	Eubacterium_ventriosum_ATCC27560	1
C8H13N3O4S	Ruminococcus_lactaris_ATCC29176	1
C8H13N3O4S	Dorea_formicigenerans_ATCC27755	1
C8H13N3O4S	Clostridium_spiroforme_DSM1552	1
C8H13N3O4S	Bacteroides_intestinalis_DSM17393	1
C8H13N3O4S	Parabacteroides_distasonis_ATCC8503	1
C8H13N3O4S	Pretovella_copri_DSM18205	1
C8H13N3O4S	Clostridium_asparagiforme_DSM15981	1
C8H13N3O4S	Bifidobacterium_breve_DSM20213	1
C8H13N3O4S	Coprococcus_comes_ATCC27758	1
C8H13N3O4S	Eubacterium_hallii_DSM3353	1
C8H13N3O4S	Bifidobacterium_longum_subsp._Infantis_CCUG52486	1
C8H13N3O4S	Ruminococcus_torques_ATCC27756	1
C8H13N3O4S	Bacteroides_fragilis_NCTC_9343	1
C8H13N3O4S	Bacteroides_uniformis_ATCC8492	1
C8H13N3O4S	Bacteroides_stercoris_ATCC43183	1
C8H13N3O4S	Akkermansia_muciniphila_ATCC_BAA-835	1
C8H13N3O4S	Collinsella_intestinalis_DSM13280	1
C8H13N3O4S	Blautia_luti_DSM14534	1
C8H13N3O4S	Roseburia_intestinalis_L1-82	1
C8H13N3O4S	Bacteroides_ovatus_ATCC8483	1
C8H13N3O4S	Parabacteroides_merdae_ATCC43184	1
C8H13N3O4S	Bacteroides_WH2	1
C8H13N3O4S	Eubacterium_rectale_ATCC33656	1
C8H13N3O4S	Subdoligranulum_variabile_DSM15176	1
C8H13N3O4S	Clostridium_sporogenes_ATCC15579	1
C8H13N3O4S	Enterococcus_faecalis_V583	1
C8H13N3O4S	Marvinbryantia_formatexigens_DSM_14469	1
C8H13N3O4S	Eubacterium_biforme_DSM3989	1
C8H13N3O4S	Clostridium_difficile_120	1
C8H13N3O4S	Bacteroides_thetaiotaomicron_VPI-5482	1
C8H13N3O4S	Bacteroides_fragilis_3397	1
C8H13N3O4S	Victivallis_vadensis_ATCC_BAA-548	1
C8H13N3O4S	Bacteroides_fragilis_T(B)9	1
C8H13N3O4S	Bacteroides_fragilis_DS-208	1
C8H13N3O4S	Bacteroides_fragilis_HMW610	1
C8H13N3O4S	Bacteroides_fragilis_HMW615	1
C23H31NO7	Clostridium_ramosum_DSM1402	1
C23H31NO7	Bifidobacterium_adolescentis_ATCC_15703	1
C23H31NO7	Bacteroides_eggerthii_DSM20697	1
C23H31NO7	Blautia_hansenii_DSM20583	1
C23H31NO7	Bacteroides_dorei_DSM17855	1
C23H31NO7	Bacteroides_vulgatus_ATCC8482	1
C23H31NO7	Clostridium_hathewayi_DSM13479	1
C23H31NO7	Anaerococcus_hydrogenalis_DSM7454	1
C23H31NO7	Clostridium_scindens_ATCC35704	1
C23H31NO7	Clostridium_bolteae_ATCCBAA-613	1
C23H31NO7	Parabacteroides_johnsonii_DSM18315	1
C23H31NO7	Proteus_penneri_ATCC35198	1
C23H31NO7	Edwardsiella_tarda_ATCC23685	1
C23H31NO7	Dorea_formicigenerans_ATCC27755	1
C23H31NO7	Enterobacter_cancerogenus_ATCC35316	1
C23H31NO7	Providencia_stuartii_ATCC25827	1
C23H31NO7	Clostridium_spiroforme_DSM1552	1
C23H31NO7	Bacteroides_intestinalis_DSM17393	1
C23H31NO7	Parabacteroides_distasonis_ATCC8503	1
C23H31NO7	Bacteroides_pectinophilus_ATCC43243	1
C23H31NO7	Pretovella_copri_DSM18205	1
C23H31NO7	Clostridium_asparagiforme_DSM15981	1
C23H31NO7	Bifidobacterium_breve_DSM20213	1
C23H31NO7	Coprococcus_comes_ATCC27758	1
C23H31NO7	Eubacterium_hallii_DSM3353	1
C23H31NO7	Bifidobacterium_longum_subsp._Infantis_CCUG52486	1
C23H31NO7	Ruminococcus_torques_ATCC27756	1
C23H31NO7	Bacteroides_fragilis_NCTC_9343	1
C23H31NO7	Lactobacillus_reuteri_CF48-3A_BEI_HM-102	1
C23H31NO7	Bacteroides_uniformis_ATCC8492	1
C23H31NO7	Bacteroides_stercoris_ATCC43183	1
C23H31NO7	Akkermansia_muciniphila_ATCC_BAA-835	1
C23H31NO7	Providencia_alcalifaciens_DSM30120	1
C23H31NO7	Providencia_rettgeri_DSM1131	1
C23H31NO7	Collinsella_intestinalis_DSM13280	1
C23H31NO7	Blautia_luti_DSM14534	1
C23H31NO7	Roseburia_intestinalis_L1-82	1
C23H31NO7	Bacteroides_ovatus_ATCC8483	1
C23H31NO7	Parabacteroides_merdae_ATCC43184	1
C23H31NO7	Bacteroides_WH2	1
C23H31NO7	Eubacterium_rectale_ATCC33656	1
C23H31NO7	Subdoligranulum_variabile_DSM15176	1
C23H31NO7	Enterococcus_faecalis_V583	1
C23H31NO7	Marvinbryantia_formatexigens_DSM_14469	1
C23H31NO7	Eubacterium_biforme_DSM3989	1
C23H31NO7	Clostridium_difficile_120	1
C23H31NO7	Bacteroides_thetaiotaomicron_VPI-5482	1
C23H31NO7	Bacteroides_fragilis_3397	1
C23H31NO7	Salmonella_typhimurium_LT2	1
C23H31NO7	Victivallis_vadensis_ATCC_BAA-548	1
C23H31NO7	Bacteroides_fragilis_T(B)9	1
C23H31NO7	Bacteroides_fragilis_DS-208	1
C23H31NO7	Bacteroides_fragilis_HMW610	1
C23H31NO7	Bacteroides_fragilis_HMW615	1
C33H44BrN5O8S	Clostridium_ramosum_DSM1402	1
C33H44BrN5O8S	Bifidobacterium_adolescentis_ATCC_15703	1
C33H44BrN5O8S	Bacteroides_eggerthii_DSM20697	1
C33H44BrN5O8S	Blautia_hansenii_DSM20583	1
C33H44BrN5O8S	Ruminococcus_gnavus_ATCC29149	1
C33H44BrN5O8S	Bacteroides_dorei_DSM17855	1
C33H44BrN5O8S	Bacteroides_cellulosilyticus_DSM14838	1
C33H44BrN5O8S	Bacteroides_vulgatus_ATCC8482	1
C33H44BrN5O8S	Collinsella_aerofaciens_ATCC25986	1
C33H44BrN5O8S	Clostridium_hathewayi_DSM13479	1
C33H44BrN5O8S	Anaerococcus_hydrogenalis_DSM7454	1
C33H44BrN5O8S	Anaerotruncus_colihominis_DSM17241	1
C33H44BrN5O8S	Clostridium_bolteae_ATCCBAA-613	1
C33H44BrN5O8S	Clostridium_symbiosum_ATCC1494_	1
C33H44BrN5O8S	Bacteroides_finegoldii_DSM17565	1
C33H44BrN5O8S	Parabacteroides_johnsonii_DSM18315	1
C33H44BrN5O8S	Eubacterium_ventriosum_ATCC27560	1
C33H44BrN5O8S	Ruminococcus_lactaris_ATCC29176	1
C33H44BrN5O8S	Proteus_penneri_ATCC35198	1
C33H44BrN5O8S	Edwardsiella_tarda_ATCC23685	1
C33H44BrN5O8S	Dorea_formicigenerans_ATCC27755	1
C33H44BrN5O8S	Enterobacter_cancerogenus_ATCC35316	1
C33H44BrN5O8S	Providencia_stuartii_ATCC25827	1
C33H44BrN5O8S	Clostridium_spiroforme_DSM1552	1
C33H44BrN5O8S	Bacteroides_intestinalis_DSM17393	1
C33H44BrN5O8S	Parabacteroides_distasonis_ATCC8503	1
C33H44BrN5O8S	Bacteroides_pectinophilus_ATCC43243	1
C33H44BrN5O8S	Pretovella_copri_DSM18205	1
C33H44BrN5O8S	Clostridium_asparagiforme_DSM15981	1
C33H44BrN5O8S	Bifidobacterium_breve_DSM20213	1
C33H44BrN5O8S	Eubacterium_hallii_DSM3353	1
C33H44BrN5O8S	Bifidobacterium_longum_subsp._Infantis_CCUG52486	1
C33H44BrN5O8S	Ruminococcus_torques_ATCC27756	1
C33H44BrN5O8S	Bacteroides_fragilis_NCTC_9343	1
C33H44BrN5O8S	Lactobacillus_reuteri_CF48-3A_BEI_HM-102	1
C33H44BrN5O8S	Bacteroides_uniformis_ATCC8492	1
C33H44BrN5O8S	Akkermansia_muciniphila_ATCC_BAA-835	1
C33H44BrN5O8S	Providencia_rettgeri_DSM1131	1
C33H44BrN5O8S	Collinsella_intestinalis_DSM13280	1
C33H44BrN5O8S	Blautia_luti_DSM14534	1
C33H44BrN5O8S	Roseburia_intestinalis_L1-82	1
C33H44BrN5O8S	Bacteroides_ovatus_ATCC8483	1
C33H44BrN5O8S	Parabacteroides_merdae_ATCC43184	1
C33H44BrN5O8S	Eubacterium_rectale_ATCC33656	1
C33H44BrN5O8S	Subdoligranulum_variabile_DSM15176	1
C33H44BrN5O8S	Clostridium_sporogenes_ATCC15579	1
C33H44BrN5O8S	Clostridium_difficile_120	1
C33H44BrN5O8S	Bacteroides_thetaiotaomicron_VPI-5482	1
C33H44BrN5O8S	Bacteroides_fragilis_3397	1
C33H44BrN5O8S	Salmonella_typhimurium_LT2	1
C33H44BrN5O8S	Victivallis_vadensis_ATCC_BAA-548	1
C33H44BrN5O8S	Bacteroides_fragilis_T(B)9	1
C33H44BrN5O8S	Bacteroides_fragilis_DS-208	1
C33H44BrN5O8S	Bacteroides_fragilis_HMW610	1
C33H44BrN5O8S	Bacteroides_fragilis_HMW615	1
C14H15N3O5	Bacteroides_caccae_ATCC43185	1
C14H15N3O5	Clostridium_ramosum_DSM1402	1
C14H15N3O5	Bifidobacterium_adolescentis_ATCC_15703	1
C14H15N3O5	Bacteroides_eggerthii_DSM20697	1
C14H15N3O5	Blautia_hansenii_DSM20583	1
C14H15N3O5	Ruminococcus_gnavus_ATCC29149	1
C14H15N3O5	Bacteroides_dorei_DSM17855	1
C14H15N3O5	Bacteroides_cellulosilyticus_DSM14838	1
C14H15N3O5	Bacteroides_vulgatus_ATCC8482	1
C14H15N3O5	Collinsella_aerofaciens_ATCC25986	1
C14H15N3O5	Clostridium_hathewayi_DSM13479	1
C14H15N3O5	Anaerococcus_hydrogenalis_DSM7454	1
C14H15N3O5	Clostridium_scindens_ATCC35704	1
C14H15N3O5	Anaerotruncus_colihominis_DSM17241	1
C14H15N3O5	Clostridium_bolteae_ATCCBAA-613	1
C14H15N3O5	Clostridium_symbiosum_ATCC1494_	1
C14H15N3O5	Bacteroides_finegoldii_DSM17565	1
C14H15N3O5	Parabacteroides_johnsonii_DSM18315	1
C14H15N3O5	Eubacterium_ventriosum_ATCC27560	1
C14H15N3O5	Ruminococcus_lactaris_ATCC29176	1
C14H15N3O5	Proteus_penneri_ATCC35198	1
C14H15N3O5	Edwardsiella_tarda_ATCC23685	1
C14H15N3O5	Dorea_formicigenerans_ATCC27755	1
C14H15N3O5	Clostridium_spiroforme_DSM1552	1
C14H15N3O5	Bacteroides_intestinalis_DSM17393	1
C14H15N3O5	Parabacteroides_distasonis_ATCC8503	1
C14H15N3O5	Bacteroides_pectinophilus_ATCC43243	1
C14H15N3O5	Pretovella_copri_DSM18205	1
C14H15N3O5	Clostridium_asparagiforme_DSM15981	1
C14H15N3O5	Bifidobacterium_breve_DSM20213	1
C14H15N3O5	Coprococcus_comes_ATCC27758	1
C14H15N3O5	Eubacterium_hallii_DSM3353	1
C14H15N3O5	Bifidobacterium_longum_subsp._Infantis_CCUG52486	1
C14H15N3O5	Ruminococcus_torques_ATCC27756	1
C14H15N3O5	Bacteroides_fragilis_NCTC_9343	1
C14H15N3O5	Bacteroides_uniformis_ATCC8492	1
C14H15N3O5	Bacteroides_stercoris_ATCC43183	1
C14H15N3O5	Akkermansia_muciniphila_ATCC_BAA-835	1
C14H15N3O5	Collinsella_intestinalis_DSM13280	1
C14H15N3O5	Blautia_luti_DSM14534	1
C14H15N3O5	Roseburia_intestinalis_L1-82	1
C14H15N3O5	Bacteroides_ovatus_ATCC8483	1
C14H15N3O5	Parabacteroides_merdae_ATCC43184	1
C14H15N3O5	Bacteroides_WH2	1
C14H15N3O5	Eubacterium_rectale_ATCC33656	1
C14H15N3O5	Subdoligranulum_variabile_DSM15176	1
C14H15N3O5	Clostridium_sporogenes_ATCC15579	1
C14H15N3O5	Enterococcus_faecalis_V583	1
C14H15N3O5	Marvinbryantia_formatexigens_DSM_14469	1
C14H15N3O5	Eubacterium_biforme_DSM3989	1
C14H15N3O5	Clostridium_difficile_120	1
C14H15N3O5	Bacteroides_thetaiotaomicron_VPI-5482	1
C14H15N3O5	Bacteroides_fragilis_3397	1
C14H15N3O5	Victivallis_vadensis_ATCC_BAA-548	1
C14H15N3O5	Bacteroides_fragilis_T(B)9	1
C14H15N3O5	Bacteroides_fragilis_DS-208	1
C14H15N3O5	Bacteroides_fragilis_HMW610	1
C14H15N3O5	Bacteroides_fragilis_HMW615	1
C22H27NO2	Bacteroides_caccae_ATCC43185	1
C22H27NO2	Clostridium_ramosum_DSM1402	1
C22H27NO2	Bifidobacterium_adolescentis_ATCC_15703	1
C22H27NO2	Bacteroides_eggerthii_DSM20697	1
C22H27NO2	Blautia_hansenii_DSM20583	1
C22H27NO2	Ruminococcus_gnavus_ATCC29149	1
C22H27NO2	Bacteroides_dorei_DSM17855	1
C22H27NO2	Bacteroides_cellulosilyticus_DSM14838	1
C22H27NO2	Bacteroides_vulgatus_ATCC8482	1
C22H27NO2	Collinsella_aerofaciens_ATCC25986	1
C22H27NO2	Clostridium_hathewayi_DSM13479	1
C22H27NO2	Anaerococcus_hydrogenalis_DSM7454	1
C22H27NO2	Clostridium_scindens_ATCC35704	1
C22H27NO2	Anaerotruncus_colihominis_DSM17241	1
C22H27NO2	Clostridium_bolteae_ATCCBAA-613	1
C22H27NO2	Clostridium_symbiosum_ATCC1494_	1
C22H27NO2	Bacteroides_finegoldii_DSM17565	1
C22H27NO2	Parabacteroides_johnsonii_DSM18315	1
C22H27NO2	Eubacterium_ventriosum_ATCC27560	1
C22H27NO2	Ruminococcus_lactaris_ATCC29176	1
C22H27NO2	Proteus_penneri_ATCC35198	1
C22H27NO2	Edwardsiella_tarda_ATCC23685	1
C22H27NO2	Dorea_formicigenerans_ATCC27755	1
C22H27NO2	Enterobacter_cancerogenus_ATCC35316	1
C22H27NO2	Providencia_stuartii_ATCC25827	1
C22H27NO2	Clostridium_spiroforme_DSM1552	1
C22H27NO2	Bacteroides_intestinalis_DSM17393	1
C22H27NO2	Parabacteroides_distasonis_ATCC8503	1
C22H27NO2	Bacteroides_pectinophilus_ATCC43243	1
C22H27NO2	Pretovella_copri_DSM18205	1
C22H27NO2	Bifidobacterium_breve_DSM20213	1
C22H27NO2	Coprococcus_comes_ATCC27758	1
C22H27NO2	Bifidobacterium_longum_subsp._Infantis_CCUG52486	1
C22H27NO2	Ruminococcus_torques_ATCC27756	1
C22H27NO2	Bacteroides_fragilis_NCTC_9343	1
C22H27NO2	Bacteroides_uniformis_ATCC8492	1
C22H27NO2	Bacteroides_stercoris_ATCC43183	1
C22H27NO2	Akkermansia_muciniphila_ATCC_BAA-835	1
C22H27NO2	Providencia_alcalifaciens_DSM30120	1
C22H27NO2	Providencia_rettgeri_DSM1131	1
C22H27NO2	Blautia_luti_DSM14534	1
C22H27NO2	Roseburia_intestinalis_L1-82	1
C22H27NO2	Parabacteroides_merdae_ATCC43184	1
C22H27NO2	Bacteroides_WH2	1
C22H27NO2	Eubacterium_rectale_ATCC33656	1
C22H27NO2	Subdoligranulum_variabile_DSM15176	1
C22H27NO2	Clostridium_sporogenes_ATCC15579	1
C22H27NO2	Enterococcus_faecalis_V583	1
C22H27NO2	Marvinbryantia_formatexigens_DSM_14469	1
C22H27NO2	Eubacterium_biforme_DSM3989	1
C22H27NO2	Clostridium_difficile_120	1
C22H27NO2	Bacteroides_thetaiotaomicron_VPI-5482	1
C22H27NO2	Bacteroides_fragilis_3397	1
C22H27NO2	Salmonella_typhimurium_LT2	1
C22H27NO2	Victivallis_vadensis_ATCC_BAA-548	1
C22H27NO2	Bacteroides_fragilis_T(B)9	1
C22H27NO2	Bacteroides_fragilis_DS-208	1
C22H27NO2	Bacteroides_fragilis_HMW610	1
C22H27NO2	Bacteroides_fragilis_HMW615	1
C16H18N4O3S	Bacteroides_caccae_ATCC43185	1
C16H18N4O3S	Clostridium_ramosum_DSM1402	1
C16H18N4O3S	Bifidobacterium_adolescentis_ATCC_15703	1
C16H18N4O3S	Bacteroides_eggerthii_DSM20697	1
C16H18N4O3S	Blautia_hansenii_DSM20583	1
C16H18N4O3S	Ruminococcus_gnavus_ATCC29149	1
C16H18N4O3S	Bacteroides_dorei_DSM17855	1
C16H18N4O3S	Bacteroides_cellulosilyticus_DSM14838	1
C16H18N4O3S	Bacteroides_vulgatus_ATCC8482	1
C16H18N4O3S	Collinsella_aerofaciens_ATCC25986	1
C16H18N4O3S	Clostridium_hathewayi_DSM13479	1
C16H18N4O3S	Anaerococcus_hydrogenalis_DSM7454	1
C16H18N4O3S	Clostridium_scindens_ATCC35704	1
C16H18N4O3S	Bacteroides_finegoldii_DSM17565	1
C16H18N4O3S	Eubacterium_ventriosum_ATCC27560	1
C16H18N4O3S	Proteus_penneri_ATCC35198	1
C16H18N4O3S	Edwardsiella_tarda_ATCC23685	1
C16H18N4O3S	Dorea_formicigenerans_ATCC27755	1
C16H18N4O3S	Enterobacter_cancerogenus_ATCC35316	1
C16H18N4O3S	Providencia_stuartii_ATCC25827	1
C16H18N4O3S	Clostridium_spiroforme_DSM1552	1
C16H18N4O3S	Bacteroides_intestinalis_DSM17393	1
C16H18N4O3S	Parabacteroides_distasonis_ATCC8503	1
C16H18N4O3S	Bacteroides_pectinophilus_ATCC43243	1
C16H18N4O3S	Pretovella_copri_DSM18205	1
C16H18N4O3S	Clostridium_asparagiforme_DSM15981	1
C16H18N4O3S	Bifidobacterium_breve_DSM20213	1
C16H18N4O3S	Coprococcus_comes_ATCC27758	1
C16H18N4O3S	Eubacterium_hallii_DSM3353	1
C16H18N4O3S	Bifidobacterium_longum_subsp._Infantis_CCUG52486	1
C16H18N4O3S	Ruminococcus_torques_ATCC27756	1
C16H18N4O3S	Bacteroides_fragilis_NCTC_9343	1
C16H18N4O3S	Lactobacillus_reuteri_CF48-3A_BEI_HM-102	1
C16H18N4O3S	Bacteroides_uniformis_ATCC8492	1
C16H18N4O3S	Bacteroides_stercoris_ATCC43183	1
C16H18N4O3S	Akkermansia_muciniphila_ATCC_BAA-835	1
C16H18N4O3S	Providencia_alcalifaciens_DSM30120	1
C16H18N4O3S	Providencia_rettgeri_DSM1131	1
C16H18N4O3S	Collinsella_intestinalis_DSM13280	1
C16H18N4O3S	Blautia_luti_DSM14534	1
C16H18N4O3S	Roseburia_intestinalis_L1-82	1
C16H18N4O3S	Bacteroides_ovatus_ATCC8483	1
C16H18N4O3S	Parabacteroides_merdae_ATCC43184	1
C16H18N4O3S	Bacteroides_WH2	1
C16H18N4O3S	Eubacterium_rectale_ATCC33656	1
C16H18N4O3S	Subdoligranulum_variabile_DSM15176	1
C16H18N4O3S	Clostridium_sporogenes_ATCC15579	1
C16H18N4O3S	Enterococcus_faecalis_V583	1
C16H18N4O3S	Marvinbryantia_formatexigens_DSM_14469	1
C16H18N4O3S	Eubacterium_biforme_DSM3989	1
C16H18N4O3S	Clostridium_difficile_120	1
C16H18N4O3S	Bacteroides_thetaiotaomicron_VPI-5482	1
C16H18N4O3S	Bacteroides_fragilis_3397	1
C16H18N4O3S	Salmonella_typhimurium_LT2	1
C16H18N4O3S	Victivallis_vadensis_ATCC_BAA-548	1
C16H18N4O3S	Bacteroides_fragilis_T(B)9	1
C16H18N4O3S	Bacteroides_fragilis_DS-208	1
C16H18N4O3S	Bacteroides_fragilis_HMW610	1
C16H18N4O3S	Bacteroides_fragilis_HMW615	1
C10H11NO3	Bacteroides_caccae_ATCC43185	1
C10H11NO3	Clostridium_ramosum_DSM1402	1
C10H11NO3	Bifidobacterium_adolescentis_ATCC_15703	1
C10H11NO3	Bacteroides_eggerthii_DSM20697	1
C10H11NO3	Ruminococcus_gnavus_ATCC29149	1
C10H11NO3	Bacteroides_dorei_DSM17855	1
C10H11NO3	Bacteroides_cellulosilyticus_DSM14838	1
C10H11NO3	Bacteroides_vulgatus_ATCC8482	1
C10H11NO3	Collinsella_aerofaciens_ATCC25986	1
C10H11NO3	Clostridium_hathewayi_DSM13479	1
C10H11NO3	Anaerococcus_hydrogenalis_DSM7454	1
C10H11NO3	Clostridium_scindens_ATCC35704	1
C10H11NO3	Anaerotruncus_colihominis_DSM17241	1
C10H11NO3	Clostridium_bolteae_ATCCBAA-613	1
C10H11NO3	Clostridium_symbiosum_ATCC1494_	1
C10H11NO3	Bacteroides_finegoldii_DSM17565	1
C10H11NO3	Parabacteroides_johnsonii_DSM18315	1
C10H11NO3	Eubacterium_ventriosum_ATCC27560	1
C10H11NO3	Ruminococcus_lactaris_ATCC29176	1
C10H11NO3	Proteus_penneri_ATCC35198	1
C10H11NO3	Edwardsiella_tarda_ATCC23685	1
C10H11NO3	Dorea_formicigenerans_ATCC27755	1
C10H11NO3	Providencia_stuartii_ATCC25827	1
C10H11NO3	Clostridium_spiroforme_DSM1552	1
C10H11NO3	Bacteroides_intestinalis_DSM17393	1
C10H11NO3	Parabacteroides_distasonis_ATCC8503	1
C10H11NO3	Bacteroides_pectinophilus_ATCC43243	1
C10H11NO3	Pretovella_copri_DSM18205	1
C10H11NO3	Clostridium_asparagiforme_DSM15981	1
C10H11NO3	Bifidobacterium_breve_DSM20213	1
C10H11NO3	Coprococcus_comes_ATCC27758	1
C10H11NO3	Eubacterium_hallii_DSM3353	1
C10H11NO3	Bifidobacterium_longum_subsp._Infantis_CCUG52486	1
C10H11NO3	Ruminococcus_torques_ATCC27756	1
C10H11NO3	Bacteroides_fragilis_NCTC_9343	1
C10H11NO3	Lactobacillus_reuteri_CF48-3A_BEI_HM-102	1
C10H11NO3	Bacteroides_uniformis_ATCC8492	1
C10H11NO3	Bacteroides_stercoris_ATCC43183	1
C10H11NO3	Akkermansia_muciniphila_ATCC_BAA-835	1
C10H11NO3	Providencia_alcalifaciens_DSM30120	1
C10H11NO3	Providencia_rettgeri_DSM1131	1
C10H11NO3	Collinsella_intestinalis_DSM13280	1
C10H11NO3	Blautia_luti_DSM14534	1
C10H11NO3	Roseburia_intestinalis_L1-82	1
C10H11NO3	Bacteroides_ovatus_ATCC8483	1
C10H11NO3	Parabacteroides_merdae_ATCC43184	1
C10H11NO3	Bacteroides_WH2	1
C10H11NO3	Eubacterium_rectale_ATCC33656	1
C10H11NO3	Subdoligranulum_variabile_DSM15176	1
C10H11NO3	Clostridium_sporogenes_ATCC15579	1
C10H11NO3	Enterococcus_faecalis_V583	1
C10H11NO3	Marvinbryantia_formatexigens_DSM_14469	1
C10H11NO3	Eubacterium_biforme_DSM3989	1
C10H11NO3	Clostridium_difficile_120	1
C10H11NO3	Bacteroides_thetaiotaomicron_VPI-5482	1
C10H11NO3	Bacteroides_fragilis_3397	1
C10H11NO3	Salmonella_typhimurium_LT2	1
C10H11NO3	Victivallis_vadensis_ATCC_BAA-548	1
C10H11NO3	Bacteroides_fragilis_T(B)9	1
C10H11NO3	Bacteroides_fragilis_DS-208	1
C10H11NO3	Bacteroides_fragilis_HMW610	1
C10H11NO3	Bacteroides_fragilis_HMW615	1
C15H22O5	Bacteroides_caccae_ATCC43185	1
C15H22O5	Clostridium_ramosum_DSM1402	1
C15H22O5	Bifidobacterium_adolescentis_ATCC_15703	1
C15H22O5	Bacteroides_eggerthii_DSM20697	1
C15H22O5	Blautia_hansenii_DSM20583	1
C15H22O5	Ruminococcus_gnavus_ATCC29149	1
C15H22O5	Bacteroides_dorei_DSM17855	1
C15H22O5	Bacteroides_cellulosilyticus_DSM14838	1
C15H22O5	Bacteroides_vulgatus_ATCC8482	1
C15H22O5	Collinsella_aerofaciens_ATCC25986	1
C15H22O5	Clostridium_hathewayi_DSM13479	1
C15H22O5	Anaerococcus_hydrogenalis_DSM7454	1
C15H22O5	Clostridium_scindens_ATCC35704	1
C15H22O5	Anaerotruncus_colihominis_DSM17241	1
