node	type
C9H14ClNO3	drug
C10H7KN6O	drug
C17H20ClNO3	drug
C26H30ClN3O6	drug
C11H15N5O4	drug
C11H12I3NO2	drug
C25H33Cl2N5O2	drug
C19H24Cl2N2	drug
C32H52Br2N4O4	drug
C60H125N15O25S	drug
C38H84N10O34S5	drug
C8H6ClF3N2OS	drug
C23H31NO3	drug
C26H28Cl2F2N2	drug
C22H23N3O4	drug
C19H18Cl2N2O4	drug
C22H32O3	drug
C12H15N3O2S	drug
C28H38N12O6S	drug
C11H15NO2	drug
C16H25ClN4O2	drug
C11H12N2O2S	drug
C23H26FN3O2	drug
Bacillus_subtilis	disease
Corynebacterium_glutamicum	disease
Enterobacter_cancerogenus	disease
Enterobacter_cloacae	disease
Klebsiella_pneumoniae	disease
Klebsiella_variicola	disease
Lactobacillus_plantarum	disease
Pelobacter_carbinolicus	disease
Pelobacter_propionicus	disease
Pseudomonas_aeruginosa	disease
Bacteroides_thetaiotaomicron	disease
Pelotomaculum_thermopropionicum	disease
Syntrophobacter_fumaroxidans	disease
Syntrophobotulus_glycolicus	disease
Syntrophomonas_wolfei	disease
Syntrophothermus_lipocalidus	disease
Syntrophus_aciditrophicus	disease
Bifidobacterium_longum_(Bifidobacterium_infantis,_Bifidobacterium_suis)	disease
Clostridium_butyricum	disease
Lactobacillus_buchneri	disease
Salmonella_enterica	disease
Citrobacter_koseri	disease
Citrobacter_rodentium	disease
Citrobacter_youngae	disease
Ilyobacter_polytropus	disease
Lactobacillus_brevis	disease
Clostridium_botulinum	disease
Clostridium_sporogenes	disease
Clostridium_sticklandii	disease
Desulfobulbus_propionicus	disease
Fibrobacter_succinogenes_(Bacteroides_succinogenes)	disease
Prevotella_ruminicola_(Bacteroides_ruminicola)	disease
Ruminococcus_albus	disease
Ruminococcus_bromii	disease
Anaerotruncus_colihominis	disease
Porphyromonas_asaccharolytica	disease
Clostridium_acetobutylicum	disease
Lactobacillus_casei	disease
Agrobacterium_tumefaciens_(Rhizobium_radiobacter)	disease
Anaerostipes_caccae	disease
Bifidobacterium_adolescentis	disease
Bifidobacterium_dentium	disease
Clostridium_difficile	disease
Escherichia_coli	disease
Lactobacillus_rhamnosus	disease
Pseudomonas_fluorescens	disease
Acetivibrio_cellulolyticus	disease
Acetobacter_pasteurianus	disease
Acetohalobium_arabaticum	disease
Acholeplasma_laidlawii	disease
Acidaminococcus_fermentans	disease
Actinomyces_coleocanis	disease
Actinomyces_odontolyticus	disease
Actinomyces_oris	disease
Actinomyces_urogenitalis	disease
Actinomyces_viscosus	disease
Archaeoglobus_fulgidus	disease
Atopobium_parvulum	disease
Atopobium_rimae	disease
Atopobium_vaginae	disease
Bacteroides_caccae	disease
Bacteroides_cellulosilyticus	disease
Bacteroides_coprocola	disease
Bacteroides_coprophilus	disease
Bacteroides_dorei	disease
Bacteroides_eggerthii	disease
Bacteroides_finegoldii_(Alistipes_finegoldii)	disease
Bacteroides_fragilis	disease
Bacteroides_helcogenes	disease
Bacteroides_intestinalis	disease
Bacteroides_ovatus	disease
Bacteroides_pectinophilus	disease
Bacteroides_plebeius	disease
Bacteroides_salanitronis	disease
Bacteroides_stercoris	disease
Bacteroides_uniformis	disease
Bacteroides_vulgatus	disease
Bacteroides_xylanisolvens	disease
Bifidobacterium_angulatum	disease
Bifidobacterium_animalis	disease
Bifidobacterium_bifidum	disease
Bifidobacterium_breve	disease
Bifidobacterium_catenulatum	disease
Bifidobacterium_gallicum	disease
Bifidobacterium_pseudocatenulatum	disease
Bilophila_wadsworthia	disease
Blautia_hydrogenotrophica_(Ruminococcus_hydrogenotrophicus)	disease
Butyrivibrio_crossotus	disease
Butyrivibrio_fibrisolvens	disease
Butyrivibrio_proteoclasticus	disease
Catenibacterium_mitsuokai	disease
Clostridium_asparagiforme	disease
Clostridium_bartlettii	disease
Clostridium_beijerinckii	disease
Clostridium_bolteae	disease
Clostridium_carboxidivorans	disease
Clostridium_cellulolyticum	disease
Clostridium_cellulovorans	disease
Clostridium_cf	disease
Clostridium_hathewayi	disease
Clostridium_hiranonis	disease
Clostridium_hylemonae	disease
Clostridium_kluyveri	disease
Clostridium_leptum	disease
Clostridium_ljungdahlii	disease
Clostridium_methylpentosum	disease
Clostridium_nexile	disease
Clostridium_novyi	disease
Clostridium_papyrosolvens	disease
Clostridium_perfringens	disease
Clostridium_phytofermentans	disease
Clostridium_saccharolyticum	disease
Clostridium_scindens	disease
Clostridium_symbiosum	disease
Clostridium_tetani	disease
Clostridium_thermocellum	disease
Comamonas_testosteroni	disease
Coprococcus_catus	disease
Coprococcus_comes	disease
Coprococcus_eutactus	disease
Desulfotomaculum_acetoxidans	disease
Desulfotomaculum_nigrificans	disease
Desulfotomaculum_reducens	disease
Desulfovibrio_aespoeensis	disease
Desulfovibrio_desulfuricans	disease
Desulfovibrio_fructosovorans	disease
Desulfovibrio_magneticus	disease
Desulfovibrio_piger	disease
Desulfovibrio_salexigens	disease
Desulfovibrio_vulgaris	disease
Desulfuromonas_acetoxidans	disease
Dialister_invisus	disease
Dorea_formicigenerans	disease
Dorea_longicatena	disease
Enterococcus_casseliflavus	disease
Enterococcus_faecalis_(Streptococcus_faecalis)	disease
Enterococcus_faecium_(Streptococcus_faecium)	disease
Enterococcus_gallinarum	disease
Enterococcus_italicus	disease
Escherichia_albertii	disease
Escherichia_fergusonii	disease
Eubacterium_cellulosolvens	disease
Eubacterium_eligens	disease
Eubacterium_hallii	disease
Eubacterium_limosum	disease
Eubacterium_rectale	disease
Eubacterium_saburreum	disease
Eubacterium_saphenum	disease
Eubacterium_siraeum	disease
Eubacterium_ventriosum	disease
Faecalibacterium_prausnitzii	disease
Finegoldia_magna	disease
Fusobacterium_nucleatum	disease
Geobacter_bemidjiensis	disease
Geobacter_lovleyi	disease
Geobacter_metallireducens	disease
Geobacter_sulfurreducens	disease
Geobacter_uraniumreducens	disease
Haloarcula_marismortui	disease
Haloferax_volcanii	disease
Holdemania_filiformis	disease
Lactobacillus_acidophilus	disease
Lactobacillus_amylolyticus	disease
Lactobacillus_amylovorus	disease
Lactobacillus_antri	disease
Lactobacillus_coleohominis	disease
Lactobacillus_crispatus	disease
Lactobacillus_delbrueckii	disease
Lactobacillus_fermentum	disease
Lactobacillus_gasseri	disease
Lactobacillus_helveticus	disease
Lactobacillus_hilgardii	disease
Lactobacillus_iners	disease
Lactobacillus_jensenii	disease
Lactobacillus_johnsonii	disease
Lactobacillus_oris	disease
Lactobacillus_paracasei	disease
Lactobacillus_reuteri	disease
Lactobacillus_ruminis	disease
Lactobacillus_sakei	disease
Lactobacillus_salivarius	disease
Lactobacillus_ultunensis	disease
Lactobacillus_vaginalis	disease
Lactococcus_lactis	disease
Marvinbryantia_formatexigens	disease
Megamonas_hypermegale	disease
Megasphaera_micronuciformis	disease
Methanobrevibacter_ruminantium	disease
Methanobrevibacter_smithii	disease
Methanococcus_maripaludis	disease
Methanosaeta_thermophila	disease
Methanosarcina_acetivorans	disease
Methanosarcina_barkeri	disease
Methanosarcina_mazei	disease
Methanosphaera_stadtmanae	disease
Methanosphaerula_palustris	disease
Methanospirillum_hungatei	disease
Moorella_thermoacetica	disease
Mycoplasma_agalactiae	disease
Mycoplasma_alligatoris	disease
Mycoplasma_arthritidis	disease
Mycoplasma_bovis	disease
Mycoplasma_capricolum	disease
Mycoplasma_conjunctivae	disease
Mycoplasma_crocodyli	disease
Mycoplasma_fermentans	disease
Mycoplasma_gallisepticum	disease
Mycoplasma_genitalium	disease
Mycoplasma_haemofelis	disease
Mycoplasma_hominis	disease
Mycoplasma_hyopneumoniae	disease
Mycoplasma_hyorhinis	disease
Mycoplasma_leachii	disease
Mycoplasma_mobile	disease
Mycoplasma_mycoides	disease
Mycoplasma_penetrans	disease
Mycoplasma_pneumoniae	disease
Mycoplasma_pulmonis	disease
Mycoplasma_synoviae	disease
Odoribacter_splanchnicus	disease
Parabacteroides_johnsonii	disease
Parabacteroides_merdae	disease
Parvularcula_bermudensis	disease
Peptostreptococcus_anaerobius	disease
Peptostreptococcus_stomatis	disease
Prevotella_amnii	disease
Prevotella_bergensis	disease
Prevotella_bivia	disease
Prevotella_bryantii	disease
Prevotella_buccae	disease
Prevotella_buccalis	disease
Prevotella_copri	disease
Prevotella_disiens	disease
Prevotella_marshii	disease
Prevotella_melaninogenica_(Bacteroides_melaninogenicus)	disease
Prevotella_multiformis	disease
Prevotella_oralis	disease
Prevotella_oris	disease
Prevotella_salivae	disease
Prevotella_tannerae	disease
Prevotella_timonensis	disease
Prevotella_veroralis	disease
Propionibacterium_acnes	disease
Propionibacterium_freudenreichii_(Propionibacterium_shermanii)	disease
Pseudoflavonifractor_capillosus	disease
Pseudomonas_mendocina	disease
Pyramidobacter_piscolens	disease
Pyrococcus_furiosus	disease
Roseburia_intestinalis	disease
Roseburia_inulinivorans	disease
Ruminococcus_flavefaciens	disease
Ruminococcus_gnavus	disease
Ruminococcus_obeum	disease
Ruminococcus_torques	disease
Selenomonas_artemidis	disease
Selenomonas_flueggei	disease
Selenomonas_noxia	disease
Selenomonas_sputigena	disease
Shewanella_putrefaciens_(Pseudomonas_putrefaciens)	disease
Streptococcus_agalactiae	disease
Streptococcus_anginosus	disease
Streptococcus_australis	disease
Streptococcus_bovis_(Streptococcus_equinus)	disease
Streptococcus_cristatus	disease
Streptococcus_downei	disease
Streptococcus_dysgalactiae	disease
Streptococcus_equi	disease
Streptococcus_gallolyticus	disease
Streptococcus_gordonii	disease
Streptococcus_infantarius	disease
Streptococcus_infantis	disease
Streptococcus_mitis	disease
Streptococcus_mutans	disease
Streptococcus_oralis	disease
Streptococcus_parasanguinis	disease
Streptococcus_peroris	disease
Streptococcus_pneumoniae	disease
Streptococcus_pseudoporcinus	disease
Streptococcus_pyogenes	disease
Streptococcus_salivarius	disease
Streptococcus_sanguinis	disease
Streptococcus_suis	disease
Streptococcus_thermophilus	disease
Streptococcus_uberis	disease
Streptococcus_vestibularis	disease
Subdoligranulum_variabile	disease
Thermotoga_maritima	disease
Veillonella_atypica	disease
Veillonella_dispar	disease
Veillonella_parvula	disease
Wolinella_succinogenes	disease
Xanthomonas_campestris	disease
Bacillus_megaterium	disease
Corynebacterium_diphtheriae	disease
Deinococcus_radiodurans	disease
Listeria_innocua	disease
Mesorhizobium_loti	disease
Mycobacterium_leprae	disease
Mycobacterium_smegmatis	disease
Parabacteroides_distasonis	disease
Porphyromonas_gingivalis	disease
Proteus_mirabilis	disease
Shigella_flexneri	disease
Shigella_sonnei	disease
Staphylococcus_aureus	disease
Streptomyces_griseus	disease
Acidovorax_avenae	disease
Acidovorax_delafieldii	disease
Aeromicrobium_marinum	disease
Gluconobacter_oxydans	disease
Ketogulonicigenium_vulgare	disease
Methylobacterium_nodulans	disease
Brucella_suis	disease
Baumannia_cicadellinicola	disease
Brevibacillus_brevis	disease
Brucella_abortus	disease
Brucella_melitensis	disease
Leuconostoc_mesenteroides	disease
Listeria_monocytogenes	disease
Paenibacillus_larvae	disease
Paenibacillus_polymyxa	disease
Rhizobium_leguminosarum	disease
Rhodobacter_capsulatus	disease
Rhodospirillum_rubrum	disease
Anaerococcus_hydrogenalis	disease
Anaerococcus_lactolyticus	disease
Anaerococcus_prevotii	disease
Anaerococcus_tetradius	disease
Anaerococcus_vaginalis	disease
Desulfarculus_baarsii	disease
Fusobacterium_gonidiaformans	disease
Fusobacterium_mortiferum	disease
Fusobacterium_periodonticum	disease
Fusobacterium_ulcerans	disease
Fusobacterium_varium	disease
Peptoniphilus_harei	disease
Peptoniphilus_lacrimalis	disease
Campylobacter_jejuni	disease
Methanothermobacter_marburgensis	disease
Methanothermobacter_thermautotrophicus	disease
Actinobacillus_succinogenes	disease
Aeromonas_salmonicida	disease
Collinsella_aerofaciens_(Eubacterium_aerofaciens)	disease
Collinsella_intestinalis	disease
Collinsella_stercoris	disease
Flavobacterium_johnsoniae	disease
Leptotrichia_buccalis	disease
Leptotrichia_goodfellowii	disease
Leptotrichia_hofstadii	disease
Sulfolobus_solfataricus	disease
Acidothermus_cellulolyticus	disease
Actinosynnema_mirum	disease
Bacillus_pumilus	disease
Caldicellulosiruptor_bescii_(Anaerocellum_thermophilum)	disease
Caldicellulosiruptor_saccharolyticus	disease
Cellulomonas_flavigena	disease
Cellulosilyticum_lentocellum	disease
Cytophaga_hutchinsonii	disease
Rhodothermus_marinus	disease
Spirochaeta_thermophila	disease
Thermobifida_fusca	disease
Thermomonospora_curvata	disease
Thermotoga_neapolitana	disease
Streptomyces_lividans	disease
Vibrio_cholerae	disease
Achromobacter_piechaudii	disease
Aeromonas_hydrophila	disease
Acidimicrobium_ferrooxidans	disease
Acidithiobacillus_ferrooxidans	disease
Azotobacter_vinelandii	disease
Bacillus_amyloliquefaciens	disease
Bacillus_anthracis	disease
Bacillus_atrophaeus	disease
Bacillus_cellulosilyticus	disease
Bacillus_cereus	disease
Bacillus_clausii	disease
Bacillus_coagulans	disease
Bacillus_coahuilensis	disease
Bacillus_halodurans	disease
Bacillus_licheniformis	disease
Bacillus_mycoides	disease
Bacillus_pseudofirmus	disease
Bacillus_pseudomycoides	disease
Bacillus_selenitireducens	disease
Bacillus_thuringiensis	disease
Bacillus_weihenstephanensis	disease
Caminibacter_mediatlanticus	disease
Chloroflexus_aurantiacus	disease
Desulfobacterium_autotrophicum	disease
Helicobacter_pylori	disease
Ignicoccus_hospitalis	disease
Leuconostoc_citreum	disease
Leuconostoc_gasicomitatum	disease
Leuconostoc_kimchii	disease
Metallosphaera_sedula	disease
Methanocaldococcus_jannaschii	disease
Methanococcus_vannielii	disease
Methanococcus_voltae	disease
Methanopyrus_kandleri	disease
Methanothermus_fervidus	disease
Methylococcus_capsulatus	disease
Oxalobacter_formigenes	disease
Pyrobaculum_aerophilum	disease
Thermoplasma_acidophilum	disease
Thiobacillus_denitrificans	disease
Zymomonas_mobilis	disease
Shigella_boydii	disease
Sulfolobus_acidocaldarius	disease
Pediococcus_acidilactici	disease
Achromobacter_xylosoxidans	disease
Picrophilus_torridus	disease
Acidiphilium_cryptum	disease
Aeropyrum_pernix	disease
Blautia_hansenii	disease
Buchnera_aphidicola	disease
Haemophilus_influenzae	disease
Haemophilus_parainfluenzae	disease
Halobacterium_salinarum	disease
Pyrococcus_horikoshii	disease
Ralstonia_pickettii	disease
Sodalis_glossinidius	disease
Thermococcus_barophilus	disease
Thermococcus_gammatolerans	disease
Thermococcus_kodakaraensis	disease
Thermococcus_onnurineus	disease
Thermococcus_sibiricus	disease
Alistipes_shahii	disease
Ruminococcus_lactaris	disease
Shigella_dysenteriae	disease
Methylobacterium_extorquens_(Methylobacterium_chloromethanicum)	disease
Methanohalophilus_mahii	disease
Pseudomonas_putida	disease
Staphylococcus_lugdunensis	disease
Stenotrophomonas_maltophilia	disease
Vibrio_vulnificus	disease
Campylobacter_gracilis	disease
Desulfatibacillum_alkenivorans	disease
Methanococcus_aeolicus	disease
Methanocorpusculum_labreanum	disease
Methanoculleus_marisnigri	disease
Methanoplanus_petrolearius	disease
Methanothermococcus_okinawensis	disease
Methylobacillus_flagellatus	disease
Mycobacterium_tuberculosis	disease
Alistipes_putredinis	disease
Ethanoligenens_harbinense	disease
Methanocaldococcus_fervens	disease
Methanocaldococcus_infernus	disease
Methanocaldococcus_vulcanius	disease
Pyrococcus_abyssi	disease
Sphingobium_japonicum	disease
Archaeoglobus_profundus	disease
Caldivirga_maquilingensis	disease
Desulfococcus_oleovorans	disease
Desulfohalobium_retbaense	disease
Desulfomicrobium_baculatum	disease
Desulfonatronospira_thiodismutans	disease
Desulfotalea_psychrophila	disease
Thermodesulfovibrio_yellowstonii	disease
Aminobacterium_colombiense	disease
Sutterella_wadsworthensis	disease
Aggregatibacter_actinomycetemcomitans	disease
Oenococcus_oeni	disease
Pediococcus_pentosaceus	disease
Staphylococcus_capitis	disease
Staphylococcus_carnosus	disease
Staphylococcus_epidermidis	disease
Staphylococcus_haemolyticus	disease
Staphylococcus_hominis	disease
Staphylococcus_pseudintermedius	disease
Staphylococcus_saprophyticus	disease
Staphylococcus_warneri	disease
Weissella_paramesenteroides	disease
Ensifer_meliloti_(Sinorhizobium_meliloti)	disease
Rhodopseudomonas_palustris	disease
Eggerthella_lenta	disease
Mycobacterium_avium	disease
Methanocella_paludicola	disease
Methanococcoides_burtonii	disease
Methanohalobium_evestigatum	disease
Methanoregula_boonei	disease
Methylacidiphilum_infernorum	disease
Methylobacter_tundripaludum	disease
Methylobacterium_populi	disease
Methylocella_silvestris	disease
Methylophaga_thiooxidans	disease
Methylosinus_trichosporium	disease
Paracoccus_denitrificans	disease
Granulibacter_bethesdensis	disease
Methylibium_petroleiphilum	disease
Methylotenera_mobilis	disease
Akkermansia_muciniphila	disease
Mitsuokella_multacida	disease
Anabaena_azollae	disease
Anabaena_variabilis	disease
Azorhizobium_caulinodans	disease
Beijerinckia_indica	disease
Burkholderia_phymatum	disease
Frankia_alni	disease
Frankia_symbiont	disease
Mesorhizobium_ciceri	disease
Mesorhizobium_opportunistum	disease
Nostoc_punctiforme	disease
Pseudomonas_entomophila	disease
Pseudomonas_savastanoi	disease
Pseudomonas_stutzeri	disease
Pseudomonas_syringae	disease
Rhizobium_etli	disease
Rhodobacter_sphaeroides	disease
Micrococcus_luteus	disease
Nitrosococcus_halophilus	disease
Nitrosococcus_oceani	disease
Nitrosococcus_watsoni	disease
Nitrosomonas_europaea	disease
Nitrosomonas_eutropha	disease
Nitrosopumilus_maritimus	disease
Nitrosospira_multiformis	disease
Proteus_penneri	disease
Ureaplasma_parvum	disease
Ureaplasma_urealyticum	disease
Xylella_fastidiosa	disease
Neisseria_gonorrhoeae	disease
Alicycliphilus_denitrificans	disease
Bradyrhizobium_japonicum	disease
Calditerrivibrio_nitroreducens	disease
Chromobacterium_violaceum	disease
Denitrovibrio_acetiphilus	disease
Geobacillus_thermodenitrificans	disease
Hyphomicrobium_denitrificans	disease
Jonesia_denitrificans	disease
Kingella_denitrificans	disease
Moraxella_catarrhalis	disease
Neisseria_flavescens	disease
Neisseria_mucosa	disease
Nitrobacter_hamburgensis	disease
Nitrobacter_winogradskyi	disease
Nitrococcus_mobilis	disease
Pyrobaculum_calidifontis	disease
Roseobacter_denitrificans	disease
Shewanella_denitrificans	disease
Sulfurimonas_denitrificans	disease
Erysipelothrix_rhusiopathiae	disease
Streptomyces_viridochromogenes	disease
Thermus_thermophilus	disease
Sphaerobacter_thermophilus	disease
Acidithiobacillus_caldus	disease
Allochromatium_vinosum	disease
Aquifex_aeolicus	disease
Chlorobium_chlorochromatii	disease
Chlorobium_ferrooxidans	disease
Chlorobium_limicola	disease
Chlorobium_phaeobacteroides	disease
Chlorobium_vibrioformis	disease
Starkeya_novella	disease
Sulfolobus_islandicus	disease
Sulfolobus_tokodaii	disease
Thiomicrospira_crunogena	disease
Xanthobacter_autotrophicus	disease
Wigglesworthia_glossinidia	disease
Acinetobacter_calcoaceticus	disease
Acinetobacter_radioresistens	disease
Burkholderia_ambifaria	disease
Burkholderia_cenocepacia	disease
Burkholderia_cepacia	disease
Burkholderia_glumae	disease
Burkholderia_multivorans	disease
Burkholderia_vietnamiensis	disease
anaerobic_bacterium_'strain_7'	disease
Bacteroides	disease
Bifidobacterium_Genus	disease
Cronobacter_sakazakii	disease
Clostridia	disease
Enterococcus	disease
Lactobacillus	disease
Eubacterium_ramulus	disease
Clostridioides_difficile	disease
Firmicutes	disease
Fusobacteria	disease
Bacteroidetes	disease
Actinobacteria	disease
Bifidobacterium_sp.	disease
Lactobacillus_mucosae	disease
Eggerthella_sp._Species_84111	disease
Gordonibacter	disease
Campylobacter	disease
Escherichia	disease
Clostridium	disease
Corynebacterium_Genus	disease
Raoultella_terrigena	disease
Clostridiales_bacterium_Species_n.a.	disease
Lactobacillus_sp.	disease
Bacteroides_sp._Species_816	disease
Blautia_producta	disease
Lactonifactor_longoviformis	disease
Candida_albicans	disease
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_Subspecies	disease
Clostridium_perfringens_Species_1485	disease
Escherichia_coli_ATCC_25922	disease
Enterococcus_hirae	disease
Barnesiella_intestinihominis	disease
Lactobacillus_murinus	disease
Lactobacillus_johnsonii_Species_1578	disease
Mycoplasma	disease
Enterobacteriaceae	disease
Lactobacillus_plantarum_Species_1578	disease
Lactobacillus_paracasei_Species_1578	disease
Lactobacillus_delbrueckii_subsp._bulgaricus	disease
Bifidobacterium_longum_subsp._infantis	disease
Streptococcus	disease
Lactococcus_garvieae	disease
Adlercreutzia_equolifaciens	disease
Slackia_equolifaciens	disease
Slackia_isoflavoniconvertens	disease
Ruminococcus_sp.	disease
Oscillibacter_sp.	disease
Sutterella_sp.	disease
Holdemania_sp.	disease
Enterobacter	disease
Staphylococcus	disease
Mycobacterium	disease
Bacillus	disease
Citrobacter_freundii	disease
Klebsiella_oxytoca	disease
Klebsiella_pneumoniae_subsp._ozaenae	disease
Morganella_morganii	disease
Serratia_marcescens	disease
Vibrio_cholerae_Species_662	disease
Plesiomonas_shigelloides	disease
Citrobacter_amalonaticus	disease
Klebsiella_pneumoniae_subsp._rhinoscleromatis	disease
Citrobacter_farmeri	disease
Klebsiella	disease
Phascolarctobacterium	disease
Blautia_Genus	disease
Butyricicoccus	disease
Proteobacteria	disease
Verrucomicrobia_Phylum	disease
Allobaculum	disease
Coriobacteriaceae	disease
Erysipelotrichaceae	disease
Escherichia_coli_Nissle_1917	disease
Erysipelatoclostridium_ramosum	disease
Pseudomonas_fluorescens_Species_286	disease
Bifidobacterium_bifidum_Species_1678	disease
Lactobacillus_rhamnosus_Species_1578	disease
Eubacterium	disease
Styrax_aureus	disease
Bacteroides_dorei_DSM17855	disease
Bifidobacterium_breve_DSM20213	disease
Clostridium_difficile_120	disease
Salmonella_typhimurium_LT2	disease
Blautia_hansenii_DSM20583	disease
Eubacterium_rectale_ATCC33656	disease
Bacteroides_uniformis_ATCC8492	disease
Bacteroides_fragilis_HMW610	disease
Bacteroides_fragilis_3397	disease
Bacteroides_vulgatus_ATCC8482	disease
Anaerococcus_hydrogenalis_DSM7454	disease
Bacteroides_fragilis_HMW615	disease
Clostridium_sporogenes_ATCC15579	disease
Eubacterium_biforme_DSM3989	disease
Dorea_formicigenerans_ATCC27755	disease
Victivallis_vadensis_ATCC_BAA-548	disease
Akkermansia_muciniphila_ATCC_BAA-835	disease
Bacteroides_thetaiotaomicron_VPI-5482	disease
Bacteroides_fragilis_DS-208	disease
Bacteroides_WH2	disease
Providencia_alcalifaciens_DSM30120	disease
Roseburia_intestinalis_L1-82	disease
Anaerotruncus_colihominis_DSM17241	disease
Clostridium_bolteae_ATCCBAA-613	disease
Parabacteroides_distasonis_ATCC8503	disease
Bacteroides_fragilis_T(B)9	disease
Lactobacillus_reuteri_CF48-3A_BEI_HM-102	disease
Bacteroides_fragilis_NCTC_9343	disease
Parabacteroides_merdae_ATCC43184	disease
Clostridium_asparagiforme_DSM15981	disease
Pretovella_copri_DSM18205	disease
Ruminococcus_torques_ATCC27756	disease
Bacteroides_eggerthii_DSM20697	disease
Proteus_penneri_ATCC35198	disease
Blautia_luti_DSM14534	disease
Bacteroides_cellulosilyticus_DSM14838	disease
Clostridium_hathewayi_DSM13479	disease
Parabacteroides_johnsonii_DSM18315	disease
Enterococcus_faecalis_V583	disease
Enterobacter_cancerogenus_ATCC35316	disease
Bacteroides_ovatus_ATCC8483	disease
Clostridium_scindens_ATCC35704	disease
Bacteroides_stercoris_ATCC43183	disease
Bacteroides_caccae_ATCC43185	disease
Clostridium_symbiosum_ATCC1494_	disease
Clostridium_spiroforme_DSM1552	disease
Bacteroides_pectinophilus_ATCC43243	disease
Collinsella_aerofaciens_ATCC25986	disease
Ruminococcus_lactaris_ATCC29176	disease
Eubacterium_hallii_DSM3353	disease
Marvinbryantia_formatexigens_DSM_14469	disease
Eubacterium_ventriosum_ATCC27560	disease
Coprococcus_comes_ATCC27758	disease
Bacteroides_finegoldii_DSM17565	disease
Bacteroides_intestinalis_DSM17393	disease
Subdoligranulum_variabile_DSM15176	disease
Clostridium_ramosum_DSM1402	disease
Collinsella_intestinalis_DSM13280	disease
Edwardsiella_tarda_ATCC23685	disease
Providencia_rettgeri_DSM1131	disease
Ruminococcus_gnavus_ATCC29149	disease
Bifidobacterium_adolescentis_ATCC_15703	disease
Bifidobacterium_longum_subsp._Infantis_CCUG52486	disease
Providencia_stuartii_ATCC25827	disease
Prevotella_oris_Species_838	disease
Lacrimispora_sphenoides_Species_n.a.	disease
Pseudomonas	disease
Gammaproteobacteria	disease
Coriobacteriales	disease
Bifidobacteriales	disease
Alteromonadales_Order	disease
Clostridiales	disease
Lachnospiraceae_Family	disease
Lactobacillales_Order	disease
Akkermansia	disease
Subdoligranulum_Genus	disease
Parabacteroides_Genus	disease
Moryella	disease
Christensenellaceae	disease
Turicibacter	disease
Akkermansia_muciniphila_Species_239934	disease
Bacteroidia	disease
Butyrivibrio	disease
Flavobacteria	disease
Prevotella	disease
Prevotellaceae	disease
Ruminococcus	disease
Lactobacillaceae	disease
Desulfovibrionaceae	disease
Anaerostipes	disease
Sutterella	disease
Roseburia	disease
Bacillales	disease
Dorea	disease
Cyanobacteria	disease
Eubacterium_plexicaudatum	disease
Deferribacteres_phylum	disease
Mucispirillum_schaedleri	disease
Tenericutes	disease
Lachnoclostridium	disease
Acinetobacter	disease
Capnocytophaga	disease
Parasutterella	disease
Ruminococcaceae_Family	disease
Gemella_genus	disease
Atopostipes	disease
Paenalcaligenes_genus	disease
Candidatus_Saccharimonas	disease
Bacteroidaceae	disease
Mucispirillum	disease
Oscillospira	disease
Porphyromonadaceae	disease
Alcaligenaceae	disease
Verrucomicrobiaceae	disease
Paraprevotella	disease
Methanobrevibacter	disease
Mollicutes	disease
Hyphomicrobium	disease
Neisseriaceae	disease
Alcaligenes	disease
Chromatiaceae	disease
Microbacterium	disease
Cetobacterium_somerae	disease
Nitrospira	disease
Gemmatimonadetes	disease
Lawsonia	disease
Cetobacterium	disease
Coprococcus	disease
Barnesiella	disease
Alistipes	disease
Aeromonas	disease
Acidovorax	disease
Sphingomonas	disease
Pseudomonas_alcaligenes_Species_286	disease
Candidatus_Odyssella	disease
Blautia_coccoides	disease
Alloprevotella	disease
Aerococcus	disease
Amphibacillus	disease
Brevundimonas	disease
Trichococcus	disease
Olsenella	disease
Enterorhabdus	disease
Burkholderiales_Order	disease
Johnsonella	disease
Clostridiaceae	disease
Snodgrassella_alvi	disease
Gilliamella_apicola	disease
Aggregatibacter_genus	disease
Bilophila	disease
Butyricimonas	disease
Sporosarcina	disease
Dehalobacterium_n.a.	disease
Jeotgalicoccus	disease
Desulfovibrio	disease
Deltaproteobacteria	disease
Acetobacter	disease
Planococcaceae	disease
Tannerella	disease
Coprobacter	disease
Intestinimonas	disease
Holdemanella	disease
Spirochaetes	disease
Lactococcus	disease
Caulobacterales_order	disease
Arthromitus	disease
Legionella	disease
Arthrobacter	disease
Chryseobacterium	disease
Porphyromonas	disease
Planctomyces	disease
Vibrio	disease
Planctomycetia	disease
Chloro铿俥xi	disease
Acidobacteria	disease
Veillonellaceae_family	disease
Eubacteriaceae	disease
Caulobacteraceae	disease
Oscillibacter	disease
Alphaproteobacteria	disease
Streptococcaceae	disease
Rikenellaceae	disease
Saccharibacteria	disease
Catabacteriaceae	disease
Clostridiales_incertae_sedis	disease
Clostridium_cocleatum	disease
Pseudomonadaceae	disease
Roseburia_faecis	disease
Shigella	disease
Collinsella	disease
Faecalibacterium	disease
Citrobacter	disease
Veillonella	disease
Dialister	disease
Morganella	disease
Enterocloster_bolteae	disease
Bifidobacteriaceae	disease
Streptococcus_sanguinis_species_1301	disease
Bifidobacterium_dentium_Species_1678	disease
Fusobacterium	disease
Peptostreptococcus	disease
Salmonella	disease
